#CANONICAL_CLASS_NAME "AUTHOR"
com.bulletphysics.collision.narrowphase.TriangleRaycastCallback "jezek2"
com.bulletphysics.collision.narrowphase.VoronoiSimplexSolver "jezek2"
com.bulletphysics.collision.shapes.BoxShape "jezek2"
com.bulletphysics.collision.shapes.BU_Simplex1to4 "jezek2"
com.bulletphysics.collision.shapes.BvhSubtreeInfo "jezek2"
com.bulletphysics.collision.shapes.BvhTriangleMeshShape "jezek2"
com.bulletphysics.collision.shapes.ByteBufferVertexData "jezek2"
com.bulletphysics.collision.shapes.CapsuleShape "jezek2"
com.bulletphysics.collision.shapes.CapsuleShapeX "jezek2"
com.bulletphysics.collision.shapes.CapsuleShapeZ "jezek2"
com.bulletphysics.collision.shapes.CollisionShape "jezek2"
com.bulletphysics.collision.shapes.CompoundShape "jezek2"
com.bulletphysics.collision.shapes.CompoundShapeChild "jezek2"
com.bulletphysics.collision.shapes.ConcaveShape "jezek2"
com.bulletphysics.collision.shapes.ConeShape "jezek2"
com.bulletphysics.collision.shapes.ConeShapeX "jezek2"
com.bulletphysics.collision.shapes.ConeShapeZ "jezek2"
com.bulletphysics.collision.shapes.ConvexHullShape "jezek2"
com.bulletphysics.collision.shapes.ConvexInternalShape "jezek2"
com.bulletphysics.collision.shapes.ConvexShape "jezek2"
com.bulletphysics.collision.shapes.CylinderShape "jezek2"
com.bulletphysics.collision.shapes.CylinderShapeX "jezek2"
com.bulletphysics.collision.shapes.CylinderShapeZ "jezek2"
com.bulletphysics.collision.shapes.IndexedMesh "jezek2"
com.bulletphysics.collision.shapes.InternalTriangleIndexCallback "jezek2"
com.bulletphysics.collision.shapes.MinkowskiSumShape "jezek2"
com.bulletphysics.collision.shapes.NodeOverlapCallback "jezek2"
com.bulletphysics.collision.shapes.OptimizedBvh "jezek2"
com.bulletphysics.collision.shapes.OptimizedBvhNode "jezek2"
com.bulletphysics.collision.shapes.package-info "Martin Dvorak "
com.bulletphysics.collision.shapes.PolyhedralConvexShape "jezek2"
com.bulletphysics.collision.shapes.QuantizedBvhNodes "jezek2"
com.bulletphysics.collision.shapes.ScalarType "jezek2"
com.bulletphysics.collision.shapes.ScaledBvhTriangleMeshShape "jezek2"
com.bulletphysics.collision.shapes.ShapeHull "jezek2"
com.bulletphysics.collision.shapes.SphereShape "jezek2"
com.bulletphysics.collision.shapes.StaticPlaneShape "jezek2"
com.bulletphysics.collision.shapes.StridingMeshInterface "jezek2"
com.bulletphysics.collision.shapes.TraversalMode "jezek2"
com.bulletphysics.collision.shapes.TriangleCallback "jezek2"
com.bulletphysics.collision.shapes.TriangleIndexVertexArray "jezek2"
com.bulletphysics.collision.shapes.TriangleMeshShape "jezek2"
com.bulletphysics.collision.shapes.TriangleShape "jezek2"
com.bulletphysics.collision.shapes.UniformScalingShape "jezek2"
com.bulletphysics.collision.shapes.VertexData "jezek2"
com.bulletphysics.ContactAddedCallback "jezek2"
com.bulletphysics.ContactDestroyedCallback "jezek2"
com.bulletphysics.ContactProcessedCallback "jezek2"
com.bulletphysics.demos.applet.Cylinder "Erik Duijs"
com.bulletphysics.demos.applet.DemoPanel "jezek2"
com.bulletphysics.demos.applet.Disk "Erik Duijs"
com.bulletphysics.demos.applet.Graphics3D "jezek2"
com.bulletphysics.demos.applet.JBulletApplet "jezek2"
com.bulletphysics.demos.applet.Light "jezek2"
com.bulletphysics.demos.applet.LookUtil "jezek2"
com.bulletphysics.demos.applet.Quadric "Erik Duijs"
com.bulletphysics.demos.applet.Rasterizer "jezek2"
com.bulletphysics.demos.applet.SoftwareGL "jezek2"
com.bulletphysics.demos.applet.Span "jezek2"
com.bulletphysics.demos.applet.Sphere "Erik Duijs"
com.bulletphysics.demos.applet.Utils "jezek2"
com.bulletphysics.demos.basic.BasicDemo "jezek2"
com.bulletphysics.demos.bsp.BspConverter "jezek2"
com.bulletphysics.demos.bsp.BspDemo "jezek2"
com.bulletphysics.demos.character.CharacterDemo "tomrbryn"
com.bulletphysics.demos.concave.ConcaveDemo "jezek2"
com.bulletphysics.demos.concaveconvexcast.ConcaveConvexcastDemo "jezek2"
com.bulletphysics.demos.concaveconvexcast.ConvexcastBatch "jezek2"
com.bulletphysics.demos.dynamiccontrol.DynamicControlDemo "LvR"
com.bulletphysics.demos.dynamiccontrol.TestRig "LvR"
com.bulletphysics.demos.forklift.ForkLiftDemo "jezek2"
com.bulletphysics.demos.genericjoint.GenericJointDemo "jezek2"
com.bulletphysics.demos.genericjoint.RagDoll "jezek2"
com.bulletphysics.demos.helloworld.HelloWorld "cdorman"
com.bulletphysics.demos.movingconcave.Bunny "jezek2"
com.bulletphysics.demos.movingconcave.MovingConcaveDemo "jezek2"
com.bulletphysics.demos.opengl.DemoApplication "jezek2"
com.bulletphysics.demos.opengl.FastFormat "jezek2"
com.bulletphysics.demos.opengl.FontRender "jezek2"
com.bulletphysics.demos.opengl.GLDebugDrawer "jezek2"
com.bulletphysics.demos.opengl.GLShapeDrawer "jezek2"
com.bulletphysics.demos.opengl.IGL "jezek2"
com.bulletphysics.demos.opengl.LWJGL "jezek2"
com.bulletphysics.demos.opengl.LwjglGL "jezek2"
com.bulletphysics.demos.vehicle.VehicleDemo "jezek2"
com.bulletphysics.dynamics.ActionInterface "tomrbryn"
com.bulletphysics.dynamics.character.KinematicCharacterController "tomrbryn"
com.bulletphysics.dynamics.constraintsolver.ConeTwistConstraint "jezek2"
com.bulletphysics.dynamics.constraintsolver.ConstraintPersistentData "jezek2"
com.bulletphysics.dynamics.constraintsolver.ConstraintSolver "jezek2"
com.bulletphysics.dynamics.constraintsolver.ContactConstraint "jezek2"
com.bulletphysics.dynamics.constraintsolver.ContactConstraintEnum "jezek2"
com.bulletphysics.dynamics.constraintsolver.ContactSolverFunc "jezek2"
com.bulletphysics.dynamics.constraintsolver.ContactSolverInfo "jezek2"
com.bulletphysics.dynamics.constraintsolver.Generic6DofConstraint "jezek2"
com.bulletphysics.dynamics.constraintsolver.HingeConstraint "jezek2"
com.bulletphysics.dynamics.constraintsolver.JacobianEntry "jezek2"
com.bulletphysics.dynamics.constraintsolver.package-info "Martin Dvorak "
com.bulletphysics.dynamics.constraintsolver.Point2PointConstraint "jezek2"
com.bulletphysics.dynamics.constraintsolver.RotationalLimitMotor "jezek2"
com.bulletphysics.dynamics.constraintsolver.SequentialImpulseConstraintSolver "jezek2"
com.bulletphysics.dynamics.constraintsolver.SliderConstraint "jezek2"
com.bulletphysics.dynamics.constraintsolver.SolverBody "jezek2"
com.bulletphysics.dynamics.constraintsolver.SolverConstraint "jezek2"
com.bulletphysics.dynamics.constraintsolver.SolverConstraintType "jezek2"
com.bulletphysics.dynamics.constraintsolver.SolverMode "jezek2"
com.bulletphysics.dynamics.constraintsolver.TranslationalLimitMotor "jezek2"
com.bulletphysics.dynamics.constraintsolver.TypedConstraint "jezek2"
com.bulletphysics.dynamics.constraintsolver.TypedConstraintType "jezek2"
com.bulletphysics.dynamics.DiscreteDynamicsWorld "jezek2"
com.bulletphysics.dynamics.DynamicsWorld "jezek2"
com.bulletphysics.dynamics.DynamicsWorldType "jezek2"
com.bulletphysics.dynamics.InternalTickCallback "jezek2"
com.bulletphysics.dynamics.package-info "Martin Dvorak "
com.bulletphysics.dynamics.RigidBody "jezek2"
com.bulletphysics.dynamics.RigidBodyConstructionInfo "jezek2"
com.bulletphysics.dynamics.SimpleDynamicsWorld "jezek2"
com.bulletphysics.dynamics.vehicle.DefaultVehicleRaycaster "jezek2"
com.bulletphysics.dynamics.vehicle.RaycastVehicle "jezek2"
com.bulletphysics.dynamics.vehicle.VehicleRaycaster "jezek2"
com.bulletphysics.dynamics.vehicle.VehicleRaycasterResult "jezek2"
com.bulletphysics.dynamics.vehicle.VehicleTuning "jezek2"
com.bulletphysics.dynamics.vehicle.WheelInfo "jezek2"
com.bulletphysics.dynamics.vehicle.WheelInfoConstructionInfo "jezek2"
com.bulletphysics.extras.gimpact.BoxCollision "jezek2"
com.bulletphysics.extras.gimpact.BvhDataArray "jezek2"
com.bulletphysics.extras.gimpact.BvhTree "jezek2"
com.bulletphysics.extras.gimpact.BvhTreeNodeArray "jezek2"
com.bulletphysics.extras.gimpact.ClipPolygon "jezek2"
com.bulletphysics.extras.gimpact.GeometryOperations "jezek2"
com.bulletphysics.extras.gimpact.GIM_ShapeRetriever "jezek2"
com.bulletphysics.extras.gimpact.GImpactBvh "jezek2"
com.bulletphysics.extras.gimpact.GImpactCollisionAlgorithm "jezek2"
com.bulletphysics.extras.gimpact.GImpactMassUtil "jezek2"
com.bulletphysics.extras.gimpact.GImpactMeshShape "jezek2"
com.bulletphysics.extras.gimpact.GImpactMeshShapePart "jezek2"
com.bulletphysics.extras.gimpact.GImpactShapeInterface "jezek2"
com.bulletphysics.extras.gimpact.GImpactTriangleCallback "jezek2"
com.bulletphysics.extras.gimpact.package-info "Martin Dvorak "
com.bulletphysics.extras.gimpact.Pair "jezek2"
com.bulletphysics.extras.gimpact.PairSet "jezek2"
com.bulletphysics.extras.gimpact.PlaneIntersectionType "jezek2"
com.bulletphysics.extras.gimpact.PlaneShape "jezek2"
com.bulletphysics.extras.gimpact.PrimitiveManagerBase "jezek2"
com.bulletphysics.extras.gimpact.PrimitiveTriangle "jezek2"
com.bulletphysics.extras.gimpact.Quantization "jezek2"
com.bulletphysics.extras.gimpact.ShapeType "jezek2"
com.bulletphysics.extras.gimpact.TetrahedronShapeEx "jezek2"
com.bulletphysics.extras.gimpact.TriangleContact "jezek2"
com.bulletphysics.extras.gimpact.TriangleShapeEx "jezek2"
com.bulletphysics.extras.gimpact.TrimeshPrimitiveManager "jezek2"
com.bulletphysics.linearmath.AabbUtil2 "jezek2"
com.bulletphysics.linearmath.Clock "jezek2"
com.bulletphysics.linearmath.convexhull.HullDesc "jezek2"
com.bulletphysics.linearmath.convexhull.HullFlags "jezek2"
com.bulletphysics.linearmath.convexhull.HullLibrary "jezek2"
com.bulletphysics.linearmath.convexhull.HullResult "jezek2"
com.bulletphysics.linearmath.convexhull.Int3 "jezek2"
com.bulletphysics.linearmath.convexhull.Int4 "jezek2"
com.bulletphysics.linearmath.convexhull.IntRef "jezek2"
com.bulletphysics.linearmath.convexhull.package-info "Martin Dvorak "
com.bulletphysics.linearmath.convexhull.PHullResult "jezek2"
com.bulletphysics.linearmath.convexhull.Tri "jezek2"
com.bulletphysics.linearmath.CProfileIterator "jezek2"
com.bulletphysics.linearmath.CProfileManager "jezek2"
com.bulletphysics.linearmath.CProfileNode "jezek2"
com.bulletphysics.linearmath.DebugDrawModes "jezek2"
com.bulletphysics.linearmath.DefaultMotionState "jezek2"
com.bulletphysics.linearmath.GeometryUtil "jezek2"
com.bulletphysics.linearmath.IDebugDraw "jezek2"
com.bulletphysics.linearmath.MatrixUtil "jezek2"
com.bulletphysics.linearmath.MiscUtil "jezek2"
com.bulletphysics.linearmath.MotionState "jezek2"
com.bulletphysics.linearmath.package-info "Martin Dvorak "
com.bulletphysics.linearmath.QuaternionUtil "jezek2"
com.bulletphysics.linearmath.ScalarUtil "jezek2"
com.bulletphysics.linearmath.Transform "jezek2"
com.bulletphysics.linearmath.TransformUtil "jezek2"
com.bulletphysics.linearmath.VectorUtil "jezek2"
com.bulletphysics.package-info "Martin Dvorak "
com.bulletphysics.util.ArrayPool "jezek2"
com.bulletphysics.util.FloatArrayList "jezek2"
com.bulletphysics.util.IntArrayList "jezek2"
com.bulletphysics.util.ObjectArrayList "jezek2"
com.bulletphysics.util.ObjectPool "jezek2"
com.bulletphysics.util.ObjectStackList "jezek2"
com.bulletphysics.util.package-info "Martin Dvorak "
com.bulletphysics.util.StackList "jezek2"
