#CANONICAL_CLASS_NAME "AUTHOR"
cern.colt.GenericPermuting "wolfgang.hoschek@cern.ch"
cern.colt.GenericSorting "wolfgang.hoschek@cern.ch"
cern.colt.GenericSortingTest "wolfgang.hoschek@cern.ch"
cern.colt.list.AbstractBooleanList "UNKNOWN"
cern.colt.list.AbstractByteList "UNKNOWN"
cern.colt.list.AbstractCharList "UNKNOWN"
cern.colt.list.AbstractCollection "wolfgang.hoschek@cern.ch"
cern.colt.list.AbstractDoubleList "UNKNOWN"
cern.colt.list.AbstractFloatList "UNKNOWN"
cern.colt.list.AbstractIntList "UNKNOWN"
cern.colt.list.AbstractList "wolfgang.hoschek@cern.ch"
cern.colt.list.AbstractLongList "UNKNOWN"
cern.colt.list.AbstractShortList "UNKNOWN"
cern.colt.list.adapter.DoubleListAdapter "UNKNOWN"
cern.colt.list.adapter.FloatListAdapter "UNKNOWN"
cern.colt.list.adapter.IntListAdapter "UNKNOWN"
cern.colt.list.adapter.LongListAdapter "UNKNOWN"
cern.colt.list.adapter.ObjectListAdapter "UNKNOWN"
cern.colt.list.BooleanArrayList "UNKNOWN"
cern.colt.list.ByteArrayList "UNKNOWN"
cern.colt.list.CharArrayList "UNKNOWN"
cern.colt.list.DistinctNumberList "wolfgang.hoschek@cern.ch"
cern.colt.list.DoubleArrayList "UNKNOWN"
cern.colt.list.FloatArrayList "UNKNOWN"
cern.colt.list.IntArrayList "UNKNOWN"
cern.colt.list.LongArrayList "UNKNOWN"
cern.colt.list.MinMaxNumberList "wolfgang.hoschek@cern.ch"
cern.colt.list.ObjectArrayList "UNKNOWN"
cern.colt.list.ShortArrayList "UNKNOWN"
cern.colt.list.SimpleLongArrayList "UNKNOWN"
cern.colt.map.AbstractDoubleIntMap "wolfgang.hoschek@cern.ch"
cern.colt.map.AbstractIntDoubleMap "wolfgang.hoschek@cern.ch"
cern.colt.map.AbstractIntIntMap "wolfgang.hoschek@cern.ch"
cern.colt.map.AbstractIntObjectMap "wolfgang.hoschek@cern.ch"
cern.colt.map.AbstractLongObjectMap "wolfgang.hoschek@cern.ch"
cern.colt.map.AbstractMap "wolfgang.hoschek@cern.ch"
cern.colt.map.Benchmark "wolfgang.hoschek@cern.ch"
cern.colt.map.HashFunctions "wolfgang.hoschek@cern.ch"
cern.colt.map.OpenDoubleIntHashMap "wolfgang.hoschek@cern.ch"
cern.colt.map.OpenIntDoubleHashMap "wolfgang.hoschek@cern.ch"
cern.colt.map.OpenIntIntHashMap "wolfgang.hoschek@cern.ch"
cern.colt.map.OpenIntObjectHashMap "wolfgang.hoschek@cern.ch"
cern.colt.map.OpenLongObjectHashMap "wolfgang.hoschek@cern.ch"
cern.colt.map.PrimeFinder "wolfgang.hoschek@cern.ch"
cern.colt.map.QuickOpenIntIntHashMap "wolfgang.hoschek@cern.ch"
cern.colt.matrix.bench.BenchmarkKernel "wolfgang.hoschek@cern.ch"
cern.colt.matrix.bench.BenchmarkMatrix "wolfgang.hoschek@cern.ch"
cern.colt.matrix.bench.Double2DProcedure "UNKNOWN"
cern.colt.matrix.bench.TimerProcedure "UNKNOWN"
cern.colt.matrix.doublealgo.DoubleMatrix1DComparator "wolfgang.hoschek@cern.ch"
cern.colt.matrix.doublealgo.DoubleMatrix2DComparator "wolfgang.hoschek@cern.ch"
cern.colt.matrix.doublealgo.Formatter "wolfgang.hoschek@cern.ch"
cern.colt.matrix.doublealgo.Partitioning "wolfgang.hoschek@cern.ch"
cern.colt.matrix.doublealgo.Sorting "wolfgang.hoschek@cern.ch"
cern.colt.matrix.doublealgo.Statistic "wolfgang.hoschek@cern.ch"
cern.colt.matrix.doublealgo.Stencil "wolfgang.hoschek@cern.ch"
cern.colt.matrix.doublealgo.Transform "wolfgang.hoschek@cern.ch"
cern.colt.matrix.DoubleFactory1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.DoubleFactory2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.DoubleFactory3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.DoubleMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.DoubleMatrix1DProcedure "UNKNOWN"
cern.colt.matrix.DoubleMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.DoubleMatrix2DProcedure "UNKNOWN"
cern.colt.matrix.DoubleMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.DoubleMatrix3DProcedure "UNKNOWN"
cern.colt.matrix.impl.AbstractFormatter "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.AbstractMatrix "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.AbstractMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.AbstractMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.AbstractMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.Benchmark "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.BenchmarkMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.DelegateDoubleMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.DenseDoubleMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.DenseDoubleMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.DenseDoubleMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.DenseObjectMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.DenseObjectMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.DenseObjectMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.Former "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.FormerFactory "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.NormInfinityTest "UNKNOWN"
cern.colt.matrix.impl.QRTest "UNKNOWN"
cern.colt.matrix.impl.RCDoubleMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.RCMDoubleMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedDenseDoubleMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedDenseDoubleMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedDenseDoubleMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedDenseObjectMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedDenseObjectMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedDenseObjectMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedSparseDoubleMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedSparseDoubleMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedSparseDoubleMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedSparseObjectMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedSparseObjectMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SelectedSparseObjectMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SparseDoubleMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SparseDoubleMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SparseDoubleMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SparseObjectMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SparseObjectMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.SparseObjectMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.TestMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.TridiagonalDoubleMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.WrapperDoubleMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.impl.WrapperDoubleMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.linalg.Algebra "wolfgang.hoschek@cern.ch"
cern.colt.matrix.linalg.Blas "wolfgang.hoschek@cern.ch"
cern.colt.matrix.linalg.CholeskyDecomposition "UNKNOWN"
cern.colt.matrix.linalg.Diagonal "wolfgang.hoschek@cern.ch"
cern.colt.matrix.linalg.EigenvalueDecomposition "UNKNOWN"
cern.colt.matrix.linalg.LUDecomposition "UNKNOWN"
cern.colt.matrix.linalg.LUDecompositionQuick "UNKNOWN"
cern.colt.matrix.linalg.Matrix2DMatrix2DFunction "UNKNOWN"
cern.colt.matrix.linalg.Property "wolfgang.hoschek@cern.ch"
cern.colt.matrix.linalg.QRDecomposition "UNKNOWN"
cern.colt.matrix.linalg.SeqBlas "wolfgang.hoschek@cern.ch"
cern.colt.matrix.linalg.SingularValueDecomposition "UNKNOWN"
cern.colt.matrix.linalg.Smp "UNKNOWN"
cern.colt.matrix.linalg.SmpBlas "wolfgang.hoschek@cern.ch"
cern.colt.matrix.objectalgo.Formatter "wolfgang.hoschek@cern.ch"
cern.colt.matrix.objectalgo.ObjectMatrix1DComparator "wolfgang.hoschek@cern.ch"
cern.colt.matrix.objectalgo.ObjectMatrix2DComparator "wolfgang.hoschek@cern.ch"
cern.colt.matrix.objectalgo.Partitioning "wolfgang.hoschek@cern.ch"
cern.colt.matrix.objectalgo.Sorting "wolfgang.hoschek@cern.ch"
cern.colt.matrix.ObjectFactory1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.ObjectFactory2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.ObjectFactory3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.ObjectMatrix1D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.ObjectMatrix1DProcedure "UNKNOWN"
cern.colt.matrix.ObjectMatrix2D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.ObjectMatrix2DProcedure "UNKNOWN"
cern.colt.matrix.ObjectMatrix3D "wolfgang.hoschek@cern.ch"
cern.colt.matrix.ObjectMatrix3DProcedure "UNKNOWN"
cern.colt.Partitioning "wolfgang.hoschek@cern.ch"
cern.colt.PersistentObject "UNKNOWN"
cern.colt.Sorting "wolfgang.hoschek@cern.ch"
cern.colt.Swapper "wolfgang.hoschek@cern.ch"
cern.colt.Timer "UNKNOWN"
cern.colt.Version "UNKNOWN"
cern.jet.math.Algebraic "UNKNOWN"
cern.jet.math.Arithmetic "UNKNOWN"
cern.jet.math.Bessel "UNKNOWN"
cern.jet.math.Complex "UNKNOWN"
cern.jet.math.Constants "UNKNOWN"
cern.jet.math.Elliptic "UNKNOWN"
cern.jet.math.Exponential "UNKNOWN"
cern.jet.math.ExponentialIntegral "UNKNOWN"
cern.jet.math.Functions "wolfgang.hoschek@cern.ch"
cern.jet.math.IntFunctions "wolfgang.hoschek@cern.ch"
cern.jet.math.Misc "UNKNOWN"
cern.jet.math.Mult "UNKNOWN"
cern.jet.math.NumericalIntegration "UNKNOWN"
cern.jet.math.PlusMult "UNKNOWN"
cern.jet.math.Polynomial "UNKNOWN"
cern.jet.random.AbstractContinousDistribution "wolfgang.hoschek@cern.ch"
cern.jet.random.AbstractDiscreteDistribution "wolfgang.hoschek@cern.ch"
cern.jet.random.AbstractDistribution "wolfgang.hoschek@cern.ch"
cern.jet.random.Benchmark "wolfgang.hoschek@cern.ch"
cern.jet.random.Beta "wolfgang.hoschek@cern.ch"
cern.jet.random.Binomial "wolfgang.hoschek@cern.ch"
cern.jet.random.BreitWigner "wolfgang.hoschek@cern.ch"
cern.jet.random.BreitWignerMeanSquare "wolfgang.hoschek@cern.ch"
cern.jet.random.ChiSquare "wolfgang.hoschek@cern.ch"
cern.jet.random.Distributions "wolfgang.hoschek@cern.ch"
cern.jet.random.Empirical "wolfgang.hoschek@cern.ch"
cern.jet.random.EmpiricalWalker "wolfgang.hoschek@cern.ch"
cern.jet.random.engine.Benchmark "wolfgang.hoschek@cern.ch"
cern.jet.random.engine.DRand "wolfgang.hoschek@cern.ch"
cern.jet.random.engine.MersenneTwister "wolfgang.hoschek@cern.ch"
cern.jet.random.engine.MersenneTwister64 "wolfgang.hoschek@cern.ch"
cern.jet.random.engine.RandomEngine "wolfgang.hoschek@cern.ch"
cern.jet.random.engine.RandomGenerator "UNKNOWN"
cern.jet.random.engine.RandomSeedGenerator "wolfgang.hoschek@cern.ch"
cern.jet.random.engine.RandomSeedTable "wolfgang.hoschek@cern.ch"
cern.jet.random.Exponential "wolfgang.hoschek@cern.ch"
cern.jet.random.ExponentialPower "wolfgang.hoschek@cern.ch"
cern.jet.random.Fun "wolfgang.hoschek@cern.ch"
cern.jet.random.Gamma "wolfgang.hoschek@cern.ch"
cern.jet.random.Hyperbolic "wolfgang.hoschek@cern.ch"
cern.jet.random.HyperGeometric "wolfgang.hoschek@cern.ch"
cern.jet.random.Logarithmic "wolfgang.hoschek@cern.ch"
cern.jet.random.NegativeBinomial "wolfgang.hoschek@cern.ch"
cern.jet.random.Normal "wolfgang.hoschek@cern.ch"
cern.jet.random.Poisson "wolfgang.hoschek@cern.ch"
cern.jet.random.PoissonSlow "wolfgang.hoschek@cern.ch"
cern.jet.random.sampling.RandomSampler "wolfgang.hoschek@cern.ch"
cern.jet.random.sampling.RandomSamplingAssistant "wolfgang.hoschek@cern.ch"
cern.jet.random.sampling.WeightedRandomSampler "wolfgang.hoschek@cern.ch"
cern.jet.random.Stack "UNKNOWN"
cern.jet.random.StudentT "wolfgang.hoschek@cern.ch"
cern.jet.random.Uniform "wolfgang.hoschek@cern.ch"
cern.jet.random.VonMises "wolfgang.hoschek@cern.ch"
cern.jet.random.Zeta "wolfgang.hoschek@cern.ch"
cern.jet.stat.Descriptive "peter.gedeck@pharma.Novartis.com"
cern.jet.stat.Gamma "wolfgang.hoschek@cern.ch"
cern.jet.stat.Probability "peter.gedeck@pharma.Novartis.com"
cern.jet.stat.quantile.Buffer "UNKNOWN"
cern.jet.stat.quantile.BufferSet "UNKNOWN"
cern.jet.stat.quantile.DoubleBuffer "UNKNOWN"
cern.jet.stat.quantile.DoubleBufferSet "UNKNOWN"
cern.jet.stat.quantile.DoubleQuantileEstimator "UNKNOWN"
cern.jet.stat.quantile.DoubleQuantileFinder "UNKNOWN"
cern.jet.stat.quantile.EquiDepthHistogram "wolfgang.hoschek@cern.ch"
cern.jet.stat.quantile.ExactDoubleQuantileFinder "wolfgang.hoschek@cern.ch"
cern.jet.stat.quantile.KnownDoubleQuantileEstimator "wolfgang.hoschek@cern.ch"
cern.jet.stat.quantile.Quantile1Test "UNKNOWN"
cern.jet.stat.quantile.QuantileCalc "UNKNOWN"
cern.jet.stat.quantile.QuantileFinderFactory "wolfgang.hoschek@cern.ch"
cern.jet.stat.quantile.QuantileFinderTest "UNKNOWN"
cern.jet.stat.quantile.UnknownDoubleQuantileEstimator "wolfgang.hoschek@cern.ch"
cern.jet.stat.quantile.Utils "UNKNOWN"
corejava.Format "Cay Horstmann"
hep.aida.bin.AbstractBin "wolfgang.hoschek@cern.ch"
hep.aida.bin.AbstractBin1D "wolfgang.hoschek@cern.ch"
hep.aida.bin.BinBinFunction1D "UNKNOWN"
hep.aida.bin.BinFunction1D "UNKNOWN"
hep.aida.bin.BinFunctions1D "wolfgang.hoschek@cern.ch"
hep.aida.bin.DynamicBin1D "wolfgang.hoschek@cern.ch"
hep.aida.bin.MightyStaticBin1D "wolfgang.hoschek@cern.ch"
hep.aida.bin.QuantileBin1D "wolfgang.hoschek@cern.ch"
hep.aida.bin.StaticBin1D "wolfgang.hoschek@cern.ch"
hep.aida.IAxis "Pavel Binko"
hep.aida.IHistogram "Pavel Binko"
hep.aida.IHistogram1D "Pavel Binko"
hep.aida.IHistogram2D "Pavel Binko"
hep.aida.IHistogram3D "Pavel Binko"
hep.aida.ref.AbstractHistogram1D "Wolfgang Hoschek"
hep.aida.ref.AbstractHistogram2D "Wolfgang Hoschek"
hep.aida.ref.AbstractHistogram3D "Wolfgang Hoschek"
hep.aida.ref.Converter "UNKNOWN"
hep.aida.ref.FixedAxis "Wolfgang Hoschek"
hep.aida.ref.Histogram "Wolfgang Hoschek"
hep.aida.ref.Histogram1D "Wolfgang Hoschek"
hep.aida.ref.Histogram2D "Wolfgang Hoschek"
hep.aida.ref.Histogram3D "Wolfgang Hoschek"
hep.aida.ref.Test "UNKNOWN"
hep.aida.ref.Test2 "UNKNOWN"
hep.aida.ref.Util "UNKNOWN"
hep.aida.ref.VariableAxis "Wolfgang Hoschek"
