#CANONICAL_CLASS_NAME "AUTHOR"
java.io.FileOutputStream "Arthur van Hoff"
java.io.FilePermission "Marianne Mueller"
java.io.FileReader "Mark Reinhold"
java.io.FileSystem "UNKNOWN"
java.io.FileWriter "Mark Reinhold"
java.io.FilterInputStream "Jonathan Payne"
java.io.FilterOutputStream "Jonathan Payne"
java.io.FilterReader "Mark Reinhold"
java.io.FilterWriter "Mark Reinhold"
java.io.Flushable "UNKNOWN"
java.io.InputStream "Arthur van Hoff"
java.io.InputStreamReader "Mark Reinhold"
java.io.InterruptedIOException "unascribed"
java.io.InvalidClassException "unascribed"
java.io.InvalidObjectException "unascribed"
java.io.IOError "Xueming Shen"
java.io.IOException "unascribed"
java.io.LineNumberInputStream "Arthur van Hoff"
java.io.LineNumberReader "Mark Reinhold"
java.io.NotActiveException "unascribed"
java.io.NotSerializableException "unascribed"
java.io.ObjectInput "unascribed"
java.io.ObjectInputStream "Mike Warres"
java.io.ObjectInputValidation "unascribed"
java.io.ObjectOutput "unascribed"
java.io.ObjectOutputStream "Mike Warres"
java.io.ObjectStreamClass "Mike Warres"
java.io.ObjectStreamConstants "unascribed"
java.io.ObjectStreamException "unascribed"
java.io.ObjectStreamField "Mike Warres"
java.io.OptionalDataException "unascribed"
java.io.OutputStream "Arthur van Hoff"
java.io.OutputStreamWriter "Mark Reinhold"
java.io.PipedInputStream "James Gosling"
java.io.PipedOutputStream "James Gosling"
java.io.PipedReader "Mark Reinhold"
java.io.PipedWriter "Mark Reinhold"
java.io.PrintStream "Frank Yellin"
java.io.PrintWriter "Frank Yellin"
java.io.PushbackInputStream "David Connelly"
java.io.PushbackReader "Mark Reinhold"
java.io.RandomAccessFile "unascribed"
java.io.Reader "Mark Reinhold"
java.io.SequenceInputStream "Author van Hoff"
java.io.SerialCallbackContext "UNKNOWN"
java.io.Serializable "unascribed"
java.io.SerializablePermission "Joe Fialli"
java.io.StreamCorruptedException "unascribed"
java.io.StreamTokenizer "James Gosling"
java.io.StringBufferInputStream "Arthur van Hoff"
java.io.StringReader "Mark Reinhold"
java.io.StringWriter "Mark Reinhold"
java.io.SyncFailedException "Ken Arnold"
java.io.UncheckedIOException "UNKNOWN"
java.io.UnixFileSystem "UNKNOWN"
java.io.UnsupportedEncodingException "Asmus Freytag"
java.io.UTFDataFormatException "Frank Yellin"
java.io.WriteAbortedException "unascribed"
java.io.Writer "Mark Reinhold"
java.lang.AbstractMethodError "unascribed"
java.lang.AbstractStringBuilder "Michael McCloskey"
java.lang.annotation.Annotation "Josh Bloch"
java.lang.annotation.AnnotationFormatError "Josh Bloch"
java.lang.annotation.AnnotationTypeMismatchException "Josh Bloch"
java.lang.annotation.ContainedBy "UNKNOWN"
java.lang.annotation.ContainerFor "UNKNOWN"
java.lang.annotation.Documented "Joshua Bloch"
java.lang.annotation.ElementType "Joshua Bloch"
java.lang.annotation.IncompleteAnnotationException "Josh Bloch"
java.lang.annotation.Inherited "Joshua Bloch"
java.lang.annotation.InvalidContainerAnnotationError "UNKNOWN"
java.lang.annotation.Native "UNKNOWN"
java.lang.annotation.package-info "Josh Bloch"
java.lang.annotation.Repeatable "UNKNOWN"
java.lang.annotation.Retention "Joshua Bloch"
java.lang.annotation.RetentionPolicy "Joshua Bloch"
java.lang.annotation.Target "UNKNOWN"
java.lang.Appendable "UNKNOWN"
java.lang.ApplicationShutdownHooks "UNKNOWN"
java.lang.ArithmeticException "unascribed"
java.lang.ArrayIndexOutOfBoundsException "unascribed"
java.lang.ArrayStoreException "unascribed"
java.lang.AssertionError "UNKNOWN"
java.lang.AssertionStatusDirectives "Josh Bloch"
java.lang.AutoCloseable "2011"
java.lang.Boolean "Arthur van Hoff"
java.lang.BootstrapMethodError "John Rose"
java.lang.Byte "Nakul Saraiya"
java.lang.Character "Lee Boynton"
java.lang.CharacterData "UNKNOWN"
java.lang.CharacterData00 "UNKNOWN"
java.lang.CharacterData01 "UNKNOWN"
java.lang.CharacterData02 "UNKNOWN"
java.lang.CharacterData0E "UNKNOWN"
java.lang.CharacterDataLatin1 "UNKNOWN"
java.lang.CharacterDataPrivateUse "UNKNOWN"
java.lang.CharacterDataUndefined "UNKNOWN"
java.lang.CharacterName "UNKNOWN"
java.lang.CharSequence "Mike McCloskey"
java.lang.Class "unascribed"
java.lang.ClassCastException "unascribed"
java.lang.ClassCircularityError "unascribed"
java.lang.ClassFormatError "unascribed"
java.lang.ClassLoader "UNKNOWN"
java.lang.ClassLoaderHelper "UNKNOWN"
java.lang.ClassNotFoundException "unascribed"
java.lang.ClassValue "John Rose"
java.lang.Cloneable "unascribed"
java.lang.CloneNotSupportedException "unascribed"
java.lang.Comparable "Josh Bloch"
java.lang.Compiler "Frank Yellin"
java.lang.ConditionalSpecialCasing "UNKNOWN"
java.lang.Deprecated "Neal Gafter"
java.lang.Double "Lee Boynton"
java.lang.Enum "Josh Bloch"
java.lang.EnumConstantNotPresentException "Josh Bloch"
java.lang.Error "Frank Yellin"
java.lang.Exception "Frank Yellin"
java.lang.ExceptionInInitializerError "Frank Yellin"
java.lang.Float "Lee Boynton"
java.lang.FunctionalInterface "UNKNOWN"
java.lang.IllegalAccessError "unascribed"
java.lang.IllegalAccessException "unascribed"
java.lang.IllegalArgumentException "unascribed"
java.lang.IllegalMonitorStateException "unascribed"
java.lang.IllegalStateException "Jonni Kanerva"
java.lang.IllegalThreadStateException "unascribed"
java.lang.IncompatibleClassChangeError "unascribed"
java.lang.IndexOutOfBoundsException "Frank Yellin"
java.lang.InheritableThreadLocal "Josh Bloch and Doug Lea"
java.lang.InstantiationError "unascribed"
